dba,street,zipcode,searched,yelp_id,yelp_price,yelp_rating,yelp_review_count,yelp_transaction_type,yelp_is_claimed,yelp_hours,yelp_latitude,yelp_longitude,yelp_name
JOE'S SHANGHAI RESTAURANT,PELL STREET,10013.0,True,0CjK3esfpFcxIopebzjFxA,$$,4.0,5455.0,,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.714669144289104,-73.99776022066541,Joe's Shanghai
COLINA BAR,2 AVENUE,10035.0,True,lj1dgpWHiymVFNWp3vzC1A,$$,4.5,137.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.671324387009896,-73.9503035730164,Colina Cuervo
BRASIER CEVICHE WINE BAR,10TH AVE,10034.0,True,,,,,,True,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
THE LEXINGTON HOTEL NEW YORK,LEXINGTON AVENUE,10017.0,True,x20yGDnxRnKzkLtC4jFN1w,$$,3.0,459.0,,True,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7547993228675,-73.97321850061421,"The Lexington Hotel, Autograph Collection"
LASER BOUNCE,COOPER AVE,11385.0,True,,,,,,True,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
PLAZA TULCINGO RESTAURANT,EAST CLARKE PLACE,10452.0,True,JaDt1ule0xPIY8juArcdUw,$$,1.5,3.0,,False,,40.83815,-73.9187,Plaza Tulcingo Restaurant
OLD COUNTRY BAGEL,CROSS BAY BLVD,11414.0,True,NFxYTAOXZ4cQQeX2Bm1GeA,$,3.5,44.0,,False,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.653473999999996,-73.839,Old Country Bagel
DON GIOVANNI RESTAURANT,10 AVENUE,10011.0,True,7rc7e_mw5DefMCSBsuZYhg,$$,3.5,390.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0045', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0045', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.75955,-73.9915,Don Giovanni Ristorante
TAKARA SUSHI,14 AVENUE,11357.0,True,u1dEMaP86MKl7lO5MyJLhg,$$,4.0,189.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '0400', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.789234,-73.813417,Takara Sushi
KFC,STEINWAY STREET,11103.0,True,z9uIMwJX9psbIh5Q1cbTzQ,$,3.0,37.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7629,-73.916,KFC
MARCO POLO PIZZA & DELI,MADISON AVENUE,10128.0,True,qxZzMvePNTakFkJg3EEfCg,$$,2.5,16.0,,False,,40.784374865656794,-73.9559989026856,Marco Polo Pizza Cafe
THE NUGGET SPOT,EAST 14 STREET,10003.0,True,qM4DN_MM28Y94M_w0hEMlw,$,3.5,378.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7324998427738,-73.98604874603271,The Nugget Spot
CJ's Jamaican Restaurant & Bakery No 3,S CONDUIT AVE,,True,ahF5ztvHveBeESGYQuDlvg,$,4.5,40.0,,False,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.65519000000001,-73.95959,Jamaican Pride Bakery
ONE MORE THAI,CLINTON STREET,10002.0,True,sljnE3uoRUmM7aW5f1I3Ug,$$,3.5,207.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.72103,-73.98380999999998,One More Thai
ROTI CORNER RESTAURANT,HILLSIDE AVENUE,11432.0,True,zv0mrfqDWW6o3-rX0U7_Sw,$,4.0,10.0,,False,,40.712823,-73.78184499999998,Roti Corner
CAFE FRIDA,COLUMBUS AVENUE,10024.0,True,8WSRmH4rsSRJN1jN0qmT_A,$$,3.5,607.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7808959,-73.97648290000002,Cafe Frida
PASTICCERIA LA TORRE,CROSSBAY BOULEVARD,11414.0,True,hXwMQQ24HIiPPmK6irtRbw,$$,4.0,56.0,,True,,40.66013,-73.84052,Pasticceria La Torre
TUNG TUNG RESTAURANT INC,18TH AVE,11204.0,True,P2bxlKAmRWZIpHdJ_JT3fg,$$,4.0,613.0,,False,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.633533,-74.01434300000003,East Harbor Seafood Palace
SULYN'S RESTAURANT,ROCKAWAY BLVD,11420.0,True,,,,,,False,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
FOREST THAI CUISINE,FOREST AVENUE,10310.0,True,QTQrXWuowKHNFGNssXT_TA,$$,3.5,115.0,,False,"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",40.62665300000001,-74.13033,Forest Thai Cuisine
F.L.H. SEAFOOD RESTAURANT,86 STREET,11214.0,True,gMVpbO4CnBUNQdPXK07CKA,$,3.0,13.0,delivery;pickup,False,,40.60472100000001,-73.998977,FLH Seafood
SILK HOOKAH LOUNGE,NORTHERN BOULEVARD,11358.0,True,BaYtq_qUXc9_i_mPPsUy3w,$$,3.5,134.0,pickup,True,"[{'open': [{'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.75758,-73.78898000000002,Silk Hookah Lounge & Grill
INDUSTRY KITCHEN,SOUTH ST,10005.0,True,tHW3EwGwai1AiWQ6ZD-wjg,$$,3.5,431.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.704943474087294,-74.0048825740814,Industry Kitchen
RICHI RICH PALACE,ATLANTIC AVE,11418.0,True,jNYhFfAXN3qyy9JbKla9AA,$$,3.0,47.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.692231,-73.835224,Richi Rich Palace
MCDONALDS RESTAURANT,E 42ND ST,10017.0,True,hvaVXo8WCMV67DxFOofYxg,$,4.5,11.0,,True,"[{'open': [{'is_overnight': False, 'start': '0545', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0545', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0545', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0545', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0545', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0545', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0545', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.8791966556209,-73.8716894388199,McDonald's
DANNY'S TASTY TIPS/CAKE WORLD,LENOX ROAD,11203.0,True,tC4D1a5CR69VyK5VrHimQw,$$,3.5,959.0,pickup;delivery,True,"[{'open': [{'is_overnight': True, 'start': '1500', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1500', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1500', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1500', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.64455,-73.92342,Suede
KENNEDY FRIED CHICKEN,WESTCHESTER AVE,10455.0,True,kKSZx1UoKgwiQFJe5qMoag,$,4.0,7.0,,False,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.833995,-73.917109,Kennedy Fried Chicken
THE LITTLE OWL,BEDFORD STREET,10014.0,True,q1uIqB8PvyCCX8TajaRYBg,$$$,4.0,1216.0,,True,"[{'open': [{'is_overnight': False, 'start': '1145', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1145', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1145', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1145', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1145', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",40.73238082914021,-74.0053009986877,The Little Owl
ACCRA RESTAURANT,7 AVENUE,10027.0,True,hcijjw-1OCZLt9iswz4vrQ,$$,3.5,28.0,,False,,40.85402,-73.90849,Accra
CHIPOTLE MEXICAN GRILL,MYRTLE AVE,11205.0,True,ZWSFufrJhmmplm0YoFL9cw,$$,3.0,21.0,,True,"[{'open': [{'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.716647,-73.96047,Chipotle Mexican Grill
PATHOS,1ST AVE,10022.0,True,kmWpafMJzhaZS94tyP1vcw,$$,3.5,43.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.754589700000004,-73.9653548,Pathos Cafe
ANN & TONY'S RESTAURANT,ARTHUR AVENUE,10458.0,True,,,,,,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
LULA BEAN,GRAND STREET,11211.0,True,aP3OLGPJ4vamwWQxyZClHQ,$,4.0,129.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.712127,-73.94136800000003,Lula Bean
J & R PIZZERIA NO. 2,MCCLEAN AVENUE,10305.0,True,IPLmr2pic2Nxm3fzeATiPA,$$,4.0,28.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2115', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2115', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2115', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2115', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2115', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2115', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2015', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.5980108,-74.06699350000002,Via Ponte Pizzeria
